University,Program,Degree,Type,Accreditation,Year,Grade,Expiration Date,Status
Institut Agama Islam Negeri Kerinci,Manajemen Pendidikan Islam,S1,PTAN,4000/SK/BAN-PT/Akred/S/X/2019,2019,B,2024-10-22,Masih berlaku
Universitas Islam Negeri Syarif Hidayatullah,Agribisnis,S2,PTAN,4046/SK/BAN-PT/Akred/M/X/2019,2019,B,2024-10-23,Masih berlaku
Universitas Islam Negeri Alauddin,Pendidikan Islam Anak Usia Dini,S1,PTAN,4452/SK/BAN-PT/Akred/S/XI/2019,2019,B,2024-11-05,Masih berlaku
Institut Agama Islam Negeri Ponorogo,Tadris Ilmu Pengetahuan Sosial,S1,PTAN,4626/SK/BAN-PT/Akred/S/XI/2019,2019,B,2024-11-12,Masih berlaku
Universitas Islam Negeri Raden Fatah Palembang,Sistem Informasi,S1,PTAN,4116/SK/BAN-PT/Akred/S/X/2019,2019,B,2024-10-30,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Tadris Ilmu Pengetahuan Sosial,S1,PTAN,4121/SK/BAN-PT/Ak-PNB/S/X/2019,2019,B,2024-05-07,40 hari lagi kadaluarsa
Institut Agama Islam Negeri Bukittinggi,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,4645/SK/BAN-PT/Ak-PNB/S/XII/2019,2019,B,2024-10-31,Masih berlaku
Institut Agama Islam Negeri Surakarta,Pendidikan Agama Islam,S2,PTAN,4820/SK/BAN-PT/Akred/M/XII/2019,2019,B,2024-12-17,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Pendidikan Agama Islam,S2,PTAN,5538/SK/BAN-PT/Akred/M/XII/2019,2019,A,2024-12-26,Masih berlaku
Universitas Islam Negeri Syarif Hidayatullah,Pendidikan Agama Islam,S2,PTAN,5536/SK/BAN-PT/Akred/M/XII/2019,2019,A,2024-12-26,Masih berlaku
Universitas Islam Negeri Ar-Raniry Banda Aceh,Pengembangan Masyarakat Islam,S1,PTAN,5540/SK/BAN-PT/Akred/S/XII/2019,2019,A,2024-12-26,Masih berlaku
Universitas Islam Negeri Raden Fatah Palembang,Manajemen Zakat Dan Wakaf,S1,PTAN,5549/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Universitas Islam Negeri Alauddin,Ilmu Falaq,S1,PTAN,5557/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Universitas Islam Negeri Ar-Raniry Banda Aceh,Ekonomi Syariah,S2,PTAN,5551/SK/BAN-PT/Akred/M/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Palangkaraya,Manajemen Pendidikan Islam,S1,PTAN,5546/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Palu,Pendidikan Bahasa Arab,S1,PTAN,5541/SK/BAN-PT/Akred/S/XII/2019,2019,A,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Palangkaraya,Ilmu Al Quran Dan Tafsir,S1,PTAN,5559/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Pekalongan,Manajemen Dakwah,S1,PTAN,5564/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Madura,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,5563/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Universitas Islam Negeri Raden Fatah Palembang,Studi Islam,S2,PTAN,5553/SK/BAN-PT/Akred/M/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Bahasa Dan Sastra Arab,S1,PTAN,5550/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Surakarta,Tasawuf Dan Psikoterapi,S1,PTAN,5558/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Jember,Pengembangan Masyarakat Islam,S1,PTAN,5543/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Bengkulu,Manajemen Haji Dan Umrah,S1,PTAN,5560/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-26,Masih berlaku
Universitas Islam Negeri Syarif Hidayatullah,Ilmu Tasawuf,S1,PTAN,5702/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-31,Masih berlaku
Institut Agama Islam Negeri Metro,Komunikasi Dan Penyiaran Islam,S1,PTAN,5589/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-31,Masih berlaku
Universitas Islam Negeri Raden Fatah Palembang,Komunikasi Dan Penyiaran Islam,S1,PTAN,5584/SK/BAN-PT/Akred/S/XII/2019,2019,A,2024-12-31,Masih berlaku
Institut Agama Islam Negeri Pekalongan,Akuntansi Syariah,S1,PTAN,5592/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-31,Masih berlaku
Institut Agama Islam Negeri Palangkaraya,Pendidikan Islam Anak Usia Dini,S1,PTAN,5588/SK/BAN-PT/Akred/S/XII/2019,2019,B,2024-12-31,Masih berlaku
Institut Agama Islam Negeri Madura,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S2,PTAN,5591/SK/BAN-PT/Akred/M/XII/2019,2019,B,2024-12-31,Masih berlaku
Universitas Islam Negeri Sumatera Utara Medan,Ilmu Al Qur'an Dan Tafsir,S2,PTAN,8/SK/BAN-PT/Akred/M/I/2020,2020,B,2025-01-07,Masih berlaku
Universitas Islam Negeri Sunan Gunung Djati,Studi Agama-Agama,S3,PTAN,4/SK/BAN-PT/Akred/D/I/2020,2020,B,2025-01-07,Masih berlaku
Institut Agama Islam Negeri Palangkaraya,Bimbingan Konseling Islam,S1,PTAN,451/SK/BAN-PT/Akred/S/I/2020,2020,B,2025-01-14,Masih berlaku
Institut Agama Islam Negeri Surakarta,Manajemen Dakwah,S1,PTAN,1105/SK/BAN-PT/Akred/S/I/2020,2020,B,2025-01-22,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Komunikasi Dan Penyiaran Islam,S1,PTAN,1109/SK/BAN-PT/Akred/S/I/2020,2020,B,2025-01-28,Masih berlaku
Universitas Islam Negeri Sunan Gunung Djati,Tasawuf Dan Psikoterapi,S1,PTAN,1141/SK/BAN-PT/Ak-PNB/S/I/2020,2020,B,2024-04-09,12 hari lagi kadaluarsa
Institut Agama Islam Negeri Madura,Komunikasi Dan Penyiaran Islam,S1,PTAN,1350/SK/BAN-PT/Akred/S/II/2020,2020,B,2024-12-26,Masih berlaku
Institut Agama Islam Negeri Ternate,Tadris Matematika,S1,PTAN,1771/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-15,Masih berlaku
Universitas Islam Negeri Sunan Ampel,Pendidikan Matematika,S1,PTAN,1612/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-15,Masih berlaku
Universitas Islam Negeri Sunan Gunung Djati,Ilmu Hadits,S2,PTAN,1723/SK/BAN-PT/Ak-PPJ/M/III/2020,2020,B,2025-03-15,Masih berlaku
Institut Agama Islam Negeri Sultan Amai Gorontalo,Pendidikan Agama Islam,S1,PTAN,1713/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-18,Masih berlaku
Universitas Islam Negeri Syarif Hidayatullah,Psikologi,S2,PTAN,1782/SK/BAN-PT/Ak-PPJ/M/III/2020,2020,B,2025-03-18,Masih berlaku
Institut Agama Islam Negeri Bengkulu,Pendidikan Agama Islam,S1,PTAN,1682/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,A,2025-03-18,Masih berlaku
Institut Agama Islam Negeri Ambon,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,1735/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-18,Masih berlaku
Institut Agama Islam Negeri Ambon,Pendidikan Biologi,S1,PTAN,1733/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-18,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Hukum Keluarga Islam (Ahwal Syakhsiyyah),S1,PTAN,2050/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,A,2025-04-01,Masih berlaku
Institut Agama Islam Negeri Manado,Ekonomi Syariah,S1,PTAN,2173/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,B,2025-04-01,Masih berlaku
Universitas Islam Negeri Mataram,Tadris Ilmu Pengetahuan Sosial,S1,PTAN,1981/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-02-22,Masih berlaku
Institut Agama Islam Negeri Purwokerto,Hukum Ekonomi Syariah (Muamalah),S2,PTAN,968/SK/BAN-PT/Akred/M/II/2021,2021,A,2026-02-23,Masih berlaku
Universitas Islam Negeri Raden Fatah Palembang,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,976/SK/BAN-PT/Akred/S/II/2021,2021,A,2026-02-23,Masih berlaku
Universitas Islam Negeri Mataram,Ilmu Falak,S1,PTAN,998/SK/BAN-PT/Akred/S/II/2021,2021,B,2026-02-23,Masih berlaku
Universitas Islam Negeri Raden Fatah Palembang,Studi Agama-agama,S1,PTAN,1057/SK/BAN-PT/Akred/S/II/2021,2021,B,2026-02-23,Masih berlaku
Institut Agama Islam Negeri Madura,Bimbingan Dan Konseling Pendidikan Islam,S1,PTAN,1832/SK/BAN-PT/Ak-PNB/S/III/2020,2020,B,2024-05-29,62 hari lagi kadaluarsa
Institut Agama Islam Negeri Madura,Pendidikan Bahasa Arab,S1,PTAN,1829/SK/BAN-PT/Ak-PNB/S/III/2020,2020,B,2024-03-26,Sedang dalam proses evaluasi untuk perpanjangan peringkat.
Universitas Islam Negeri Alauddin Makassar,Manajemen Dakwah,S1,PTAN,2264/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,A,2025-02-22,Masih berlaku
Institut Agama Islam Negeri Ambon,Hukum Keluarga,S1,PTAN,2164/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,B,2025-03-29,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Ilmu Perpustakaan,D-III,PTAN,2005/SK/BAN-PT/Ak-PPJ/Dipl-III/III/2020,2020,B,2025-03-15,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Studi Agama-agama,S1,PTAN,2006/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-15,Masih berlaku
Institut Agama Islam Negeri Jember,Ilmu Al-Qur'an Dan Tafsir,S1,PTAN,1962/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-29,Masih berlaku
Universitas Islam Negeri Sunan Gunung Djati,Manajemen Pendidikan Islam,S2,PTAN,2027/SK/BAN-PT/Ak-PPJ/M/III/2020,2020,B,2025-03-29,Masih berlaku
Institut Agama Islam Negeri Samarinda,Komunikasi Dan Penyiaran Islam,S1,PTAN,2028/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-29,Masih berlaku
Institut Agama Islam Negeri Manado,Hukum Keluarga (Akhwal Syaksiyah),S1,PTAN,2020/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-29,Masih berlaku
Institut Agama Islam Negeri Bengkulu,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,1946/SK/BAN-PT/Ak-PPJ/S/III/2020,2020,B,2025-03-29,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Manajemen Pendidikan Islam,S2,PTAN,2080/SK/BAN-PT/Ak-PPJ/M/IV/2020,2020,A,2025-04-01,Masih berlaku
Institut Agama Islam Negeri Jember,Manajemen Pendidikan Islam,S2,PTAN,2112/SK/BAN-PT/Ak-PPJ/M/IV/2020,2020,B,2025-04-01,Masih berlaku
Universitas Islam Negeri Walisongo Semarang,Manajemen Dakwah (MD),S1,PTAN,2075/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,A,2025-04-01,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Manajemen Perbankan Syari'ah,D-III,PTAN,2332/SK/BAN-PT/Ak-PPJ/Dipl-III/IV/2020,2020,B,2025-04-07,Masih berlaku
Universitas Islam Negeri Walisongo Semarang,Ilmu Agama Islam,S2,PTAN,3845/SK/BAN-PT/Ak-PPJ/M/VII/2020,2020,A,2025-07-07,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Ilmu Al-Quran Dan Tafsir,S1,PTAN,2809/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
STAIN Bengkalis,Pendidikan Agama Islam,S1,PTAN,3008/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,Hukum Tatanegara  (Siyasah Syar'iyyah),S1,PTAN,3198/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-19,Masih berlaku
Institut Agama Islam Negeri Ponorogo,Pendidikan Bahasa Arab,S1,PTAN,3856/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,A,2025-05-03,Masih berlaku
Institut Agama Islam Negeri Parepare,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,2622/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,B,2025-03-15,Masih berlaku
Universitas Islam Negeri Walisongo Semarang,Ilmu Al-Qur'an Dan Tafsir,S1,PTAN,2616/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,A,2024-12-08,Masih berlaku
Institut Agama Islam Negeri Madura,Tadris Bahasa Inggris,S1,PTAN,2633/SK/BAN-PT/Ak-PPJ/S/IV/2020,2020,B,2025-03-29,Masih berlaku
Institut Agama Islam Negeri Samarinda,Manajemen Dakwah,S1,PTAN,2998/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-04-11,Masih berlaku
Institut Agama Islam Negeri Bengkulu,Pendidikan Bahasa Arab,S1,PTAN,2857/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-03,Masih berlaku
Universitas Islam Negeri Alauddin,Ekonomi Syariah,S2,PTAN,2796/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Bimbingan Dan Konseling Pendidikan Islam,S1,PTAN,2973/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Ilmu Tasawuf,S2,PTAN,3025/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Pendidikan Matematika,S1,PTAN,3026/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Manajemen Pendidikan Islam,S1,PTAN,2961/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,2893/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,3019/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Curup,Pendidikan Agama Islam,S1,PTAN,2835/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Curup,Pendidikan Bahasa Arab,S1,PTAN,2837/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Curup,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,2836/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sunan Gunung Djati,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,2851/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Sunan Gunung Djati,Hukum Keluarga (Akhwal Syaksiyah),S2,PTAN,2852/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Syarif Hidayatullah,Tadris Ilmu Pengetahuan Sosial (IPS),S1,PTAN,2800/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Pekalongan,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,2858/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Manajemen Dakwah,S1,PTAN,2834/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Pendidikan Agama Islam,S1,PTAN,2827/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Aqidah Dan Filsafat Islam,S1,PTAN,2828/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Pendidikan Agama Islam,S2,PTAN,2831/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Pendidikan Bahasa Arab,S2,PTAN,2832/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Hukum Keluarga (Ahwal Syakhshiyyah),S2,PTAN,2830/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Ekonomi Syari'ah,S2,PTAN,2833/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Sejarah Peradaban Islam,S2,PTAN,2829/SK/BAN-PT/Ak-PPJ/M/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Sultan Amai Gorontalo,Komunikasi Dan Penyiaran Islam,S1,PTAN,2960/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Sultan Amai Gorontalo,Hukum Keluarga (Akhwal Syaksiyah),S1,PTAN,2970/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,Hukum Keluarga Islam (Ahwal Syaksiyah),S1,PTAN,2845/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,Hukum Eknomi Syariah (Muamalah),S1,PTAN,2846/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,Sejarah Peradaban Islam,S1,PTAN,2844/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sultan Maulana Hasanuddin Banten,Pendidikan Bahasa Arab,S1,PTAN,2842/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Sunan Kalijaga,Komunikasi Dan Penyiaran Islam,S1,PTAN,2802/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Raden Fatah Palembang,Pendidikan Agama Islam,S1,PTAN,2853/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,Hukum Ekonomi Syariah (Muamalah),S1,PTAN,2821/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,Hukum Pidana Islam (Jinayah),S1,PTAN,2820/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,Perbandingan Madzhab,S1,PTAN,2819/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Sultan Syarif Kasim,Ilmu Hukum,S1,PTAN,2805/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Sultan Syarif Kasim,Hukum Ekonomi Syari'ah (Mua'malah),S1,PTAN,2806/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-05,Masih berlaku
Universitas Islam Negeri Sultan Syarif Kasim,Hukum Tata Negara (Siyasah),S1,PTAN,2807/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Syekh Nurjati Cirebon,Tadris Bahasa Inggris,S1,PTAN,2900/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Syekh Nurjati Cirebon,Tadris Biologi,S1,PTAN,2993/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Syekh Nurjati Cirebon,Tadris Matematika,S1,PTAN,2989/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-05,Masih berlaku
Institut Agama Islam Negeri Ponorogo,Hukum Keluarga Islam (Ahwal Syakhshiyyah),S1,PTAN,2799/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-03,Masih berlaku
Institut Agama Islam Negeri Palopo,Komunikasi Dan Penyiaran Islam,S1,PTAN,3112/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-03,Masih berlaku
Universitas Islam Negeri Walisongo Semarang,Pendidikan Biologi,S1,PTAN,3107/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-10,Masih berlaku
Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi,Hukum Keluarga Islam (Ahwal Syakhshiyah),S1,PTAN,3200/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-19,Masih berlaku
STAIN Tengku Dirundeng Meulaboh,Pendidikan Agama Islam,S1,PTAN,3197/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,B,2025-05-16,Masih berlaku
Universitas Islam Negeri Sunan Kalijaga Yogyakarta,Bahasa Dan Sastra Arab,S1,PTAN,3259/SK/BAN-PT/Ak-PPJ/S/V/2020,2020,A,2025-05-24,Masih berlaku
Universitas Islam Negeri Alauddin,Ilmu Hukum,S1,PTAN,3339/SK/BAN-PT/Ak-PPJ/S/VI/2020,2020,B,2025-05-31,Masih berlaku
Universitas Islam Negeri Imam Bonjol Padang,Pengembangan Masyarakat Islam,S2,PTAN,3340/SK/BAN-PT/Ak-PPJ/M/VI/2020,2020,B,2025-05-31,Masih berlaku
Institut Agama Islam Negeri Samarinda,Pendidikan Agama Islam,S1,PTAN,3341/SK/BAN-PT/Ak-PPJ/S/VI/2020,2020,B,2025-05-31,Masih berlaku
Institut Agama Islam Negeri Sultan Amai Gorontalo,Manajemen Pendidikan Islam,S1,PTAN,3335/SK/BAN-PT/Ak-PPJ/S/VI/2020,2020,B,2025-05-31,Masih berlaku
Institut Agama Islam Negeri Bengkulu,Ilmu Al-Qur`an Dan Tafsir,S1,PTAN,3344/SK/BAN-PT/Ak-PPJ/S/VI/2020,2020,B,2025-05-31,Masih berlaku
Universitas Islam Negeri Syarif Hidayatullah,Manajemen Pendidikan,S1,PTAN,3591/SK/BAN-PT/Ak-PPJ/S/VI/2020,2020,A,2025-06-23,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Bimbingan Dan Penyuluhan Islam,S1,PTAN,3599/SK/BAN-PT/Ak-PPJ/S/VI/2020,2020,B,2025-06-23,Masih berlaku
Institut Agama Islam Negeri Bengkulu,Bimbingan Dan Konseling Islam,S1,PTAN,3616/SK/BAN-PT/Ak-PPJ/S/VI/2020,2020,B,2025-06-23,Masih berlaku
Institut Agama Islam Negeri Bengkulu,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,3847/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,B,2025-05-03,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Ekonomi Syariah (ES),S1,PTAN,4076/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,B,2025-07-14,Masih berlaku
Institut Agama Islam Negeri Ponorogo,Ilmu Al Quran Dan Tafsir,S1,PTAN,3926/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,A,2025-07-11,Masih berlaku
Institut Agama Islam Negeri Purwokerto,Bimbingan Dan Konseling Islam,S1,PTAN,3904/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,A,2025-07-11,Masih berlaku
Institut Agama Islam Negeri Ponorogo,Pendidikan Guru Madrasah Ibtidaiyah,S1,PTAN,3920/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,A,2025-07-25,Masih berlaku
Institut Agama Islam Negeri Palangkaraya,Ekonomi Syariah,S1,PTAN,4192/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,B,2025-05-31,Masih berlaku
Institut Agama Islam Negeri Kudus,Bimbingan Dan Konseling Islam,S1,PTAN,4162/SK/BAN-PT/Ak-PPJ/S/VII/2020,2020,B,2025-07-11,Masih berlaku
Institut Agama Islam Negeri Curup,Tadris Bahasa Indonesia,S1,PTAN,2265/SK/BAN-PT/Akred/S/IV/2021,2021,Baik,2026-04-20,Masih berlaku
Institut Agama Islam Negeri Surakarta,Psikologi Islam,S1,PTAN,4232/SK/BAN-PT/Ak-PKP/S/VII/2020,2020,Baik,2025-07-22,Masih berlaku
Universitas Islam Negeri Syarif Hidayatullah,Pengkajian Islam,S3,PTAN,4327/SK/BAN-PT/Ak-PPJ/D/VII/2020,2020,A,2025-05-03,Masih berlaku
Universitas Islam Negeri Mataram,Komunikasi Dan Penyiaran Islam,S1,PTAN,2230/SK/BAN-PT/Akred/S/IV/2021,2021,Baik Sekali,2026-04-20,Masih berlaku
Universitas Islam Negeri Sultan Syarif Kasim,Pendidikan Islam Anak Usia Dini,S1,PTAN,2208/SK/BAN-PT/Akred/S/IV/2021,2021,Baik Sekali,2026-04-20,Masih berlaku
Universitas Islam Negeri Alauddin,Manajemen Pendidikan Islam,S2,PTAN,2293/SK/BAN-PT/Akred/M/IV/2021,2021,A,2026-01-11,Masih berlaku
Institut Agama Islam Negeri Palopo,Pendidikan Islam Anak Usia Dini,S1,PTAN,2218/SK/BAN-PT/Akred/S/IV/2021,2021,B,2026-04-20,Masih berlaku
Universitas Islam Negeri Alauddin,Pendidikan Matematika,S1,PTAN,4427/SK/BAN-PT/Ak-PPJ/S/VIII/2020,2020,B,2025-08-02,Masih berlaku
Institut Agama Islam Negeri Tulungagung,Manajemen Dakwah,S1,PTAN,4373/SK/BAN-PT/Ak-PKP/S/VIII/2020,2020,Baik,2025-08-04,Masih berlaku
Universitas Islam Negeri Antasari Banjarmasin,Hukum Ekonomi Syariah (Muamalah),S2,PTAN,4459/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,B,2025-08-05,Masih berlaku
Universitas Islam Negeri Sunan Ampel,Pendidikan Agama Islam,S2,PTAN,4560/SK/BAN-PT/Ak-PPJ/M/VIII/2020,2020,A,2025-08-08,Masih berlaku
